InvoiceID,MatterID,InvoiceDate,InvoiceAmount,InvoiceStatus,PaymentDate
INV0497,M0015,2025-08-07,63900.45,Paid,2025-09-04
INV0498,M0019,2025-11-30,60300.7,Submitted,
INV0499,M0044,2026-01-02,23800.08,Overdue,
INV0500,M0016,2026-06-21,43200.64,Overdue,
INV0501,M0065,2025-12-14,63800.33,Paid,2025-12-25
INV0502,M0003,2025-03-31,41900.29,Overdue,
INV0503,M0005,2024-03-14,67800.37,Overdue,
INV0504,M0129,2023-09-19,36300.33,Submitted,
INV0505,M0086,2026-05-20,13700.07,Submitted,
INV0506,M0137,2025-01-27,9500.85,Paid,2025-04-05
INV0507,M0076,2026-06-20,44000.78,Draft,
INV0508,M0066,2025-09-07,65600.89,Paid,2025-09-19
INV0509,M0056,2026-04-05,19800.74,Submitted,
INV0510,M0128,2024-03-19,2200.37,Paid,2024-03-31
INV0511,M0144,2026-04-26,45500.26,Draft,
INV0512,M0117,2023-04-23,4200.55,Draft,
INV0513,M0010,2026-07-04,47800.02,Overdue,
INV0514,M0025,2025-01-26,11300.31,Overdue,
INV0515,M0101,2025-11-28,67000.88,Draft,
INV0516,M0109,2025-06-03,71000.35,Overdue,
INV0517,M0001,2025-12-10,51200.58,Submitted,
INV0518,M0137,2024-10-13,13200.34,Overdue,
INV0519,M0150,2026-04-16,16000.38,Submitted,
INV0520,M0040,2026-02-04,38800.7,Draft,
INV0521,M0070,2025-09-15,31100.7,Draft,
INV0522,M0039,2024-02-28,38400.91,Paid,2024-03-07
INV0523,M0122,2025-12-26,44700.86,Overdue,
INV0524,M0113,2025-08-10,11000.55,Paid,2025-08-18
INV0525,M0012,2025-12-10,68600.24,Overdue,
INV0526,M0143,2026-04-27,60900.98,Draft,
INV0527,M0027,2024-05-30,62700.59,Submitted,
INV0528,M0027,2024-03-22,28000.26,Submitted,
INV0529,M0068,2024-01-20,47800.09,Submitted,
INV0530,M0014,2025-06-16,40700.86,Submitted,
INV0531,M0060,2025-06-17,55000.71,Paid,2025-08-03
INV0532,M0128,2024-10-20,24800.59,Draft,
INV0533,M0021,2024-02-09,51900.52,Submitted,
INV0534,M0109,2025-12-10,37200.01,Draft,
INV0535,M0101,2026-05-30,56900.51,Paid,2026-07-05
INV0536,M0121,2025-12-04,20400.22,Overdue,
INV0537,M0087,2026-04-27,40900.42,Paid,2026-06-03
INV0538,M0083,2024-09-15,25300.98,Paid,2024-10-08
INV0539,M0130,2026-06-25,65400.09,Paid,2026-07-31
INV0540,M0042,2026-04-01,56700.86,Paid,2026-06-15
INV0541,M0109,2025-12-18,72900.36,Overdue,
INV0542,M0011,2024-11-12,52700.29,Overdue,
INV0543,M0087,2026-04-11,58900.14,Paid,2026-06-14
INV0544,M0099,2025-03-19,54900.66,Draft,
INV0545,M0059,2024-01-17,52000,Draft,
INV0546,M0087,2026-07-15,5800.54,Overdue,
INV0547,M0078,2023-10-08,10100.65,Draft,
INV0548,M0130,2025-01-21,51500.26,Submitted,
INV0549,M0046,2025-02-12,13500,Overdue,
INV0550,M0078,2023-09-24,64100.04,Submitted,
INV0551,M0141,2026-01-30,22800.39,Overdue,
INV0552,M0073,2026-04-14,35700.09,Overdue,
INV0553,M0136,2026-04-28,70500.26,Overdue,
INV0554,M0101,2026-02-11,2200.86,Overdue,
INV0555,M0140,2025-02-20,67200.9,Overdue,
INV0556,M0063,2026-03-11,44800.02,Overdue,
INV0557,M0072,2025-11-09,15300.85,Draft,
INV0558,M0001,2025-11-11,50800.75,Draft,
INV0559,M0001,2026-06-19,1500.99,Overdue,
INV0560,M0148,2024-10-02,65600.56,Paid,2024-11-23
INV0561,M0141,2026-05-11,1300.9,Submitted,
INV0562,M0034,2026-03-11,1900.15,Draft,
INV0563,M0066,2024-11-17,12500.18,Draft,
INV0564,M0072,2026-03-22,62200.88,Paid,2026-04-16
INV0565,M0018,2025-12-18,17400.32,Overdue,
INV0566,M0065,2026-03-24,51700.58,Submitted,
INV0567,M0084,2026-06-24,30600.7,Overdue,
INV0568,M0092,2023-10-21,61000.18,Overdue,
INV0569,M0127,2023-12-14,68700.33,Draft,
INV0570,M0147,2023-05-12,1100.77,Overdue,
INV0571,M0017,2023-07-29,72100.4,Draft,
INV0572,M0020,2025-12-13,69900.02,Paid,2026-01-26
INV0573,M0097,2023-08-20,61800.68,Submitted,
INV0574,M0062,2024-02-08,60900.51,Submitted,
INV0575,M0018,2026-02-15,5600.02,Submitted,
INV0576,M0118,2026-03-28,15600.97,Paid,2026-05-19
INV0577,M0099,2025-01-14,62300.89,Paid,2025-03-22
INV0578,M0033,2025-08-02,2900.76,Paid,2025-10-06
INV0579,M0048,2026-03-08,15100.01,Overdue,
INV0580,M0048,2026-03-24,30600.18,Draft,
INV0581,M0137,2025-02-11,8800.94,Paid,2025-03-05
INV0582,M0150,2026-07-27,22000.82,Draft,
INV0583,M0005,2026-02-19,25300.81,Submitted,
INV0584,M0042,2026-07-14,47400.38,Draft,
INV0585,M0134,2026-07-15,29100.9,Submitted,
INV0586,M0129,2023-06-01,12800.27,Draft,
INV0587,M0109,2025-05-25,54000.02,Submitted,
INV0588,M0123,2026-06-29,7200.01,Overdue,
INV0589,M0007,2025-02-13,36100.02,Submitted,
INV0590,M0113,2025-10-22,55300.58,Paid,2025-12-14
INV0591,M0030,2024-11-29,13000.69,Overdue,
INV0592,M0059,2023-05-17,19500.89,Submitted,
INV0593,M0107,2025-04-15,21300.56,Draft,
INV0594,M0044,2026-01-20,64500.25,Paid,2026-03-28
INV0595,M0144,2024-10-02,48700.77,Paid,2024-12-01
INV0596,M0124,2025-10-26,24300.25,Paid,2025-12-02
INV0597,M0111,2026-07-05,15000.19,Paid,2026-07-31
INV0598,M0022,2025-11-09,3300.69,Draft,
INV0599,M0043,2023-10-21,64900.8,Overdue,
INV0600,M0010,2024-11-03,5200.59,Draft,
INV0601,M0097,2024-04-03,32400.67,Paid,2024-05-31
INV0602,M0049,2023-07-30,42000.71,Draft,
INV0603,M0034,2025-10-12,53400.56,Draft,
INV0604,M0144,2025-07-07,17900.13,Overdue,
INV0605,M0117,2023-08-02,47100.78,Overdue,
INV0606,M0079,2025-12-11,66900.64,Submitted,
INV0607,M0109,2025-07-07,40700.97,Draft,
INV0608,M0072,2024-12-07,2900.74,Draft,
INV0609,M0005,2025-10-20,56700.25,Submitted,
INV0610,M0127,2023-07-13,67000.99,Paid,2023-08-16
INV0611,M0115,2026-05-09,58100.91,Draft,
INV0612,M0119,2023-12-15,61100.88,Overdue,
INV0613,M0108,2025-03-18,72000.62,Submitted,
INV0614,M0053,2026-03-07,52400.46,Draft,
INV0615,M0130,2026-04-09,49200.47,Paid,2026-06-22
INV0616,M0117,2023-09-04,39200.97,Paid,2023-10-20
INV0617,M0067,2023-02-19,29200.72,Overdue,
INV0618,M0107,2025-03-08,8200.41,Paid,2025-04-27
INV0619,M0149,2024-09-18,39900.17,Submitted,
INV0620,M0073,2023-10-12,39200.91,Paid,2023-11-30
INV0621,M0052,2026-03-12,70400.58,Submitted,
INV0622,M0019,2026-03-12,7000.12,Overdue,
INV0623,M0017,2025-03-07,3300.19,Paid,2025-05-18
INV0624,M0134,2025-12-05,13200.15,Submitted,
INV0625,M0018,2025-08-16,14100.02,Submitted,
INV0626,M0030,2025-01-09,72600.35,Overdue,
INV0627,M0061,2023-08-23,1500.27,Submitted,
INV0628,M0118,2025-12-08,59900.38,Paid,2026-02-20
INV0629,M0028,2025-06-19,27700.25,Paid,2025-06-26
INV0630,M0053,2026-01-22,51600.27,Draft,
INV0631,M0120,2026-04-19,56400.14,Submitted,
INV0632,M0109,2025-08-15,32400.03,Paid,2025-10-11
INV0633,M0003,2025-09-20,9600.69,Paid,2025-10-15
INV0634,M0010,2023-11-03,33400.95,Draft,
INV0635,M0067,2023-06-14,65900.26,Paid,2023-07-07
INV0636,M0106,2025-07-06,54000.84,Paid,2025-09-08
INV0637,M0017,2026-05-07,30000.2,Submitted,
INV0638,M0015,2025-12-03,19900.28,Overdue,
INV0639,M0009,2023-12-16,54400.39,Paid,2024-01-19
INV0640,M0034,2025-10-08,7100.48,Submitted,
INV0641,M0076,2023-05-29,6300.68,Overdue,
INV0642,M0090,2026-02-04,16800.71,Paid,2026-04-14
INV0643,M0005,2024-07-24,36000.88,Submitted,
INV0644,M0036,2026-02-07,7200.19,Overdue,
INV0645,M0081,2025-08-21,61700.31,Draft,
INV0646,M0059,2024-01-31,52300.32,Overdue,
INV0647,M0048,2026-01-29,7500.52,Paid,2026-04-07
INV0648,M0013,2026-02-11,71700.27,Draft,
INV0649,M0017,2024-04-10,10500.64,Submitted,
INV0650,M0042,2026-01-16,37800.68,Submitted,
INV0651,M0087,2026-02-12,16500.88,Overdue,
INV0652,M0119,2024-04-11,23600.24,Draft,
INV0653,M0124,2026-05-15,44400.23,Submitted,
INV0654,M0144,2026-07-18,16100.54,Draft,
INV0655,M0125,2026-05-08,49500.04,Overdue,
INV0656,M0053,2026-03-14,15600.69,Draft,
INV0657,M0084,2025-12-10,50700.05,Submitted,
INV0658,M0130,2025-02-20,30500.5,Submitted,
INV0659,M0120,2026-05-08,69200.39,Submitted,
INV0660,M0125,2025-11-22,53800.98,Draft,
INV0661,M0074,2026-05-11,48500.25,Paid,2026-06-11
INV0662,M0057,2024-10-30,3600.73,Submitted,
INV0663,M0131,2026-06-19,46800.56,Overdue,
INV0664,M0037,2025-12-12,26900.84,Paid,2026-01-17
INV0665,M0091,2024-02-13,19200.91,Paid,2024-03-04
INV0666,M0131,2026-05-26,15500.48,Submitted,
INV0667,M0141,2026-01-28,13500.79,Overdue,
INV0668,M0072,2023-12-17,2500.06,Overdue,
INV0669,M0115,2026-07-14,37800.47,Draft,
INV0670,M0109,2025-09-07,8000.62,Submitted,
INV0671,M0057,2024-05-31,17800.1,Overdue,
INV0672,M0149,2024-09-06,36500.31,Overdue,
INV0673,M0038,2023-07-10,3100.89,Paid,2023-07-17
INV0674,M0135,2026-01-03,74000.28,Submitted,
INV0675,M0046,2024-09-08,63000.93,Draft,
INV0676,M0076,2026-04-27,33500.04,Overdue,
INV0677,M0033,2025-10-17,56000.34,Draft,
INV0678,M0040,2026-01-26,1900.61,Submitted,
INV0679,M0026,2025-06-14,30000.23,Paid,2025-06-26
INV0680,M0055,2025-02-28,27300.11,Submitted,
INV0681,M0010,2023-10-11,72400.9,Draft,
INV0682,M0011,2025-06-12,20600.06,Paid,2025-07-14
INV0683,M0134,2026-03-27,35200.83,Submitted,
INV0684,M0144,2025-09-26,65600.94,Draft,
INV0685,M0050,2026-05-30,74700.63,Paid,2026-07-16
INV0686,M0001,2026-06-08,27300.55,Paid,2026-07-19
INV0687,M0030,2024-04-26,21000.4,Paid,2024-05-18
INV0688,M0079,2025-11-03,67900.76,Overdue,
INV0689,M0082,2025-07-02,30700.93,Draft,
INV0690,M0128,2024-05-06,3900.09,Draft,
INV0691,M0080,2026-03-12,56300.52,Draft,
INV0692,M0131,2026-07-19,68600.42,Submitted,
INV0693,M0010,2024-04-16,59800.92,Draft,
INV0694,M0116,2025-08-30,60300.9,Submitted,
INV0695,M0043,2023-07-02,21000.81,Submitted,
INV0696,M0001,2025-07-28,32700.87,Submitted,
INV0697,M0066,2025-08-03,19300.35,Submitted,
INV0698,M0075,2024-10-17,64000.8,Overdue,
INV0699,M0065,2026-06-23,3200.1,Draft,
INV0700,M0095,2023-03-21,49100.22,Draft,
INV0701,M0094,2026-01-09,8700.71,Overdue,
INV0702,M0005,2024-11-25,45800.17,Draft,
INV0703,M0084,2026-03-29,46500.85,Overdue,
INV0704,M0020,2025-10-02,52800.72,Submitted,
INV0705,M0106,2025-07-09,58800.39,Submitted,
INV0706,M0069,2026-06-08,36200.01,Paid,2026-06-16
INV0707,M0146,2024-09-11,69400.95,Paid,2024-10-14
INV0708,M0106,2025-10-09,1200.3,Overdue,
INV0709,M0092,2025-03-02,64200.11,Submitted,
INV0710,M0101,2025-09-16,17200.34,Submitted,
INV0711,M0112,2024-11-17,1800.05,Submitted,
INV0712,M0070,2026-05-15,51700.61,Draft,
INV0713,M0087,2026-05-11,41400.48,Submitted,
INV0714,M0092,2025-09-06,38200.31,Paid,2025-10-31
INV0715,M0025,2024-11-01,39100.3,Paid,2025-01-07
INV0716,M0007,2025-04-22,63700.11,Paid,2025-06-08
INV0717,M0071,2025-11-03,63400.44,Overdue,
INV0718,M0086,2026-01-20,66400.98,Submitted,
INV0719,M0071,2026-02-22,40300.08,Draft,
INV0720,M0122,2023-09-26,38500.58,Paid,2023-10-06
INV0721,M0089,2025-09-30,60000.08,Paid,2025-10-17
INV0722,M0098,2023-10-29,62500.85,Draft,
INV0723,M0145,2025-11-03,55000.32,Submitted,
INV0724,M0060,2025-06-19,3700.55,Draft,
INV0725,M0039,2024-08-10,66200.32,Paid,2024-09-07
INV0726,M0129,2023-05-15,8000.21,Overdue,
INV0727,M0039,2024-07-12,24200.76,Submitted,
INV0728,M0132,2025-07-30,64200.48,Draft,
INV0729,M0118,2026-06-08,67800.42,Overdue,
INV0730,M0012,2026-06-26,15600.71,Draft,
INV0731,M0079,2026-05-10,22800.61,Overdue,
INV0732,M0100,2023-05-22,26400.49,Draft,
INV0733,M0046,2025-12-12,35100.53,Submitted,
INV0734,M0020,2025-09-25,58100.89,Submitted,
INV0735,M0066,2024-09-17,27000.42,Submitted,
INV0736,M0106,2025-02-13,46800.02,Submitted,
INV0737,M0077,2023-04-18,44000.06,Overdue,
INV0738,M0014,2026-03-09,36300.65,Draft,
INV0739,M0003,2025-11-23,72800.36,Draft,
INV0740,M0071,2026-06-22,41600.23,Submitted,
INV0741,M0091,2026-04-27,42600.94,Overdue,
INV0742,M0126,2024-09-11,34400.92,Overdue,
INV0743,M0124,2025-08-15,57800.82,Paid,2025-09-02
INV0744,M0048,2026-04-19,69900.41,Overdue,
INV0745,M0132,2025-09-03,56500.77,Submitted,
INV0746,M0001,2025-11-08,74100.13,Overdue,
INV0747,M0014,2025-09-06,34500.63,Overdue,
INV0748,M0007,2025-04-23,66000.02,Draft,
INV0749,M0034,2026-04-16,44100.51,Paid,2026-06-10
INV0750,M0082,2025-09-04,48100.57,Draft,
