TimeEntryID,MatterID,AttorneyID,WorkDate,HoursWorked,BillingRate,BillableAmount,Description
TE02186,M0095,A037,2026-04-05,4,675,2700,Performed legal research
TE02187,M0102,A027,2025-12-03,7,400,2800,Conducted client strategy conference
TE02188,M0005,A025,2024-07-29,8,750,6000,Performed legal research
TE02189,M0088,A026,2024-05-12,1,525,525,Prepared for witness interview
TE02190,M0108,A005,2025-03-02,7,625,4375,Conducted client strategy conference
TE02191,M0029,A004,2025-06-06,8,725,5800,Drafted correspondence and legal memorandum
TE02192,M0110,A014,2026-07-23,4,600,2400,Prepared for witness interview
TE02193,M0140,A004,2025-04-04,3,725,2175,Coordinated matter planning with client team
TE02194,M0078,A022,2024-01-10,6,675,4050,Conducted client strategy conference
TE02195,M0065,A030,2026-01-14,6.5,475,3087.5,Reviewed discovery materials
TE02196,M0041,A024,2026-07-04,6,450,2700,Coordinated matter planning with client team
TE02197,M0035,A028,2025-01-12,3,700,2100,Reviewed discovery materials
TE02198,M0142,A029,2024-07-27,6,600,3600,Analyzed regulatory and compliance requirements
TE02199,M0099,A030,2025-04-19,3.5,475,1662.5,Prepared matter status update
TE02200,M0119,A033,2024-01-22,4,425,1700,Reviewed discovery materials
TE02201,M0021,A007,2026-06-14,2,675,1350,Performed legal research
TE02202,M0089,A018,2025-10-14,7,425,2975,Coordinated matter planning with client team
TE02203,M0036,A027,2025-07-08,6.5,400,2600,Conducted client strategy conference
TE02204,M0049,A018,2023-09-14,4.5,425,1912.5,Coordinated matter planning with client team
TE02205,M0034,A018,2025-11-04,5,425,2125,Reviewed case documents and prepared analysis
TE02206,M0032,A016,2026-01-30,6.5,650,4225,Coordinated matter planning with client team
TE02207,M0076,A009,2025-11-10,1,450,450,Analyzed regulatory and compliance requirements
TE02208,M0141,A031,2026-06-01,5,650,3250,Prepared for witness interview
TE02209,M0084,A007,2025-06-13,7.5,675,5062.5,Drafted correspondence and legal memorandum
TE02210,M0104,A032,2026-05-11,7.5,550,4125,Drafted correspondence and legal memorandum
TE02211,M0068,A002,2023-11-01,1,550,550,Performed legal research
TE02212,M0094,A036,2025-04-05,0.5,375,187.5,Performed legal research
TE02213,M0054,A032,2025-03-22,0.5,550,275,Reviewed case documents and prepared analysis
TE02214,M0135,A014,2025-07-11,2.5,600,1500,Prepared matter status update
TE02215,M0135,A013,2026-05-05,4,700,2800,Coordinated matter planning with client team
TE02216,M0145,A024,2026-03-25,1,450,450,Reviewed discovery materials
TE02217,M0114,A029,2025-09-07,5,600,3000,Conducted client strategy conference
TE02218,M0116,A024,2025-12-29,4,450,1800,Reviewed case documents and prepared analysis
TE02219,M0069,A004,2026-03-22,5.5,725,3987.5,Prepared matter status update
TE02220,M0036,A023,2026-07-12,5.5,575,3162.5,Drafted correspondence and legal memorandum
TE02221,M0091,A005,2024-04-21,6,625,3750,Prepared for witness interview
TE02222,M0094,A001,2026-07-19,7.5,650,4875,Reviewed billing and budget status
TE02223,M0106,A007,2026-07-13,5.5,675,3712.5,Coordinated matter planning with client team
TE02224,M0072,A015,2025-07-12,7,475,3325,Drafted correspondence and legal memorandum
TE02225,M0077,A026,2023-06-02,4.5,525,2362.5,Performed legal research
TE02226,M0038,A015,2023-10-05,7.5,475,3562.5,Reviewed billing and budget status
TE02227,M0114,A013,2025-10-20,2,700,1400,Prepared for witness interview
TE02228,M0076,A005,2024-12-31,5,625,3125,Reviewed case documents and prepared analysis
TE02229,M0130,A015,2024-12-14,2,475,950,Coordinated matter planning with client team
TE02230,M0143,A035,2026-03-18,0.5,625,312.5,Analyzed regulatory and compliance requirements
TE02231,M0050,A002,2025-05-15,3.5,550,1925,Reviewed case documents and prepared analysis
TE02232,M0024,A011,2026-01-18,5.5,525,2887.5,Performed legal research
TE02233,M0032,A007,2026-03-19,4.5,675,3037.5,Reviewed case documents and prepared analysis
TE02234,M0096,A033,2025-09-11,2,425,850,Conducted client strategy conference
TE02235,M0005,A019,2023-08-12,3,725,2175,Drafted correspondence and legal memorandum
TE02236,M0149,A025,2024-05-20,1,750,750,Coordinated matter planning with client team
TE02237,M0088,A006,2024-05-15,6.5,375,2437.5,Reviewed billing and budget status
TE02238,M0142,A004,2025-01-26,6,725,4350,Reviewed billing and budget status
TE02239,M0125,A019,2024-10-31,7.5,725,5437.5,Drafted correspondence and legal memorandum
TE02240,M0129,A027,2023-10-09,2,400,800,Prepared matter status update
TE02241,M0023,A024,2025-01-02,0.5,450,225,Prepared matter status update
TE02242,M0047,A014,2025-05-10,4,600,2400,Reviewed discovery materials
TE02243,M0088,A014,2023-05-24,4.5,600,2700,Reviewed discovery materials
TE02244,M0112,A014,2026-03-18,0.5,600,300,Reviewed case documents and prepared analysis
TE02245,M0030,A007,2025-07-16,3.5,675,2362.5,Prepared matter status update
TE02246,M0055,A032,2026-04-01,3,550,1650,Prepared matter status update
TE02247,M0105,A027,2025-09-10,5,400,2000,Performed legal research
TE02248,M0087,A004,2026-01-25,6,725,4350,Reviewed billing and budget status
TE02249,M0123,A033,2026-03-18,2,425,850,Prepared matter status update
TE02250,M0073,A025,2025-01-24,2,750,1500,Drafted correspondence and legal memorandum
TE02251,M0043,A022,2025-03-17,1.5,675,1012.5,Reviewed case documents and prepared analysis
TE02252,M0062,A032,2024-07-11,5,550,2750,Reviewed case documents and prepared analysis
TE02253,M0126,A026,2025-02-18,2.5,525,1312.5,Conducted client strategy conference
TE02254,M0043,A032,2025-07-26,2.5,550,1375,Coordinated matter planning with client team
TE02255,M0124,A006,2025-10-21,5,375,1875,Prepared for witness interview
TE02256,M0043,A009,2024-09-12,1.5,450,675,Analyzed regulatory and compliance requirements
TE02257,M0082,A010,2026-06-13,1.5,750,1125,Reviewed case documents and prepared analysis
TE02258,M0016,A018,2025-06-04,2,425,850,Conducted client strategy conference
TE02259,M0140,A028,2025-11-17,0.5,700,350,Reviewed discovery materials
TE02260,M0091,A037,2024-11-30,6,675,4050,Prepared matter status update
TE02261,M0101,A009,2026-02-11,2.5,450,1125,Coordinated matter planning with client team
TE02262,M0111,A004,2026-02-06,7,725,5075,Prepared matter status update
TE02263,M0061,A028,2024-12-07,8,700,5600,Reviewed discovery materials
TE02264,M0111,A009,2026-02-06,1,450,450,Prepared matter status update
TE02265,M0136,A010,2026-01-06,5,750,3750,Performed legal research
TE02266,M0124,A032,2025-08-07,0.5,550,275,Reviewed billing and budget status
TE02267,M0133,A022,2026-07-09,5.5,675,3712.5,Reviewed discovery materials
TE02268,M0001,A036,2026-03-18,3.5,375,1312.5,Conducted client strategy conference
TE02269,M0036,A016,2025-02-25,2.5,650,1625,Coordinated matter planning with client team
TE02270,M0072,A006,2024-10-03,2,375,750,Performed legal research
TE02271,M0031,A011,2025-11-14,2.5,525,1312.5,Reviewed case documents and prepared analysis
TE02272,M0095,A034,2025-09-01,2,725,1450,Coordinated matter planning with client team
TE02273,M0051,A035,2025-01-09,4,625,2500,Prepared for witness interview
TE02274,M0088,A031,2023-07-29,2,650,1300,Prepared for witness interview
TE02275,M0033,A016,2025-08-28,6,650,3900,Drafted correspondence and legal memorandum
TE02276,M0079,A027,2026-04-25,7,400,2800,Coordinated matter planning with client team
TE02277,M0119,A037,2024-01-16,7,675,4725,Analyzed regulatory and compliance requirements
TE02278,M0117,A003,2023-07-01,0.5,425,212.5,Reviewed billing and budget status
TE02279,M0048,A008,2026-01-27,2.5,575,1437.5,Performed legal research
TE02280,M0128,A015,2024-05-03,6,475,2850,Performed legal research
TE02281,M0120,A025,2025-11-26,1.5,750,1125,Reviewed discovery materials
TE02282,M0099,A003,2025-01-25,8,425,3400,Analyzed regulatory and compliance requirements
TE02283,M0082,A024,2025-07-12,2.5,450,1125,Reviewed case documents and prepared analysis
TE02284,M0134,A024,2026-03-26,5.5,450,2475,Reviewed discovery materials
TE02285,M0109,A036,2025-07-07,5.5,375,2062.5,Reviewed discovery materials
TE02286,M0129,A036,2023-07-21,1,375,375,Conducted client strategy conference
TE02287,M0010,A037,2024-09-21,2,675,1350,Prepared for witness interview
TE02288,M0103,A004,2025-07-13,5,725,3625,Reviewed discovery materials
TE02289,M0041,A016,2025-09-06,2.5,650,1625,Reviewed billing and budget status
TE02290,M0075,A006,2025-07-08,1,375,375,Reviewed billing and budget status
TE02291,M0103,A025,2024-05-08,4,750,3000,Reviewed case documents and prepared analysis
TE02292,M0011,A029,2025-12-17,2.5,600,1500,Analyzed regulatory and compliance requirements
TE02293,M0021,A023,2024-02-16,5.5,575,3162.5,Reviewed case documents and prepared analysis
TE02294,M0125,A033,2025-07-05,1,425,425,Conducted client strategy conference
TE02295,M0021,A021,2024-04-10,5.5,375,2062.5,Drafted correspondence and legal memorandum
TE02296,M0030,A010,2026-04-29,2,750,1500,Analyzed regulatory and compliance requirements
TE02297,M0143,A032,2025-10-11,5.5,550,3025,Reviewed discovery materials
TE02298,M0106,A007,2025-07-01,0.5,675,337.5,Reviewed billing and budget status
TE02299,M0096,A004,2025-11-30,6.5,725,4712.5,Drafted correspondence and legal memorandum
TE02300,M0003,A001,2025-02-13,0.5,650,325,Reviewed billing and budget status
TE02301,M0132,A006,2026-05-22,8,375,3000,Reviewed case documents and prepared analysis
TE02302,M0126,A024,2026-07-02,8,450,3600,Analyzed regulatory and compliance requirements
TE02303,M0076,A036,2024-12-28,3,375,1125,Drafted correspondence and legal memorandum
TE02304,M0122,A023,2025-10-13,4.5,575,2587.5,Reviewed case documents and prepared analysis
TE02305,M0041,A022,2025-09-08,3.5,675,2362.5,Coordinated matter planning with client team
TE02306,M0083,A026,2024-03-09,7.5,525,3937.5,Reviewed discovery materials
TE02307,M0127,A012,2023-05-22,3,400,1200,Analyzed regulatory and compliance requirements
TE02308,M0118,A013,2025-12-17,3,700,2100,Coordinated matter planning with client team
TE02309,M0086,A028,2026-02-15,3,700,2100,Prepared matter status update
TE02310,M0139,A022,2023-12-18,7.5,675,5062.5,Drafted correspondence and legal memorandum
TE02311,M0009,A036,2024-04-26,8,375,3000,Analyzed regulatory and compliance requirements
TE02312,M0077,A002,2024-02-18,5.5,550,3025,Performed legal research
TE02313,M0077,A023,2024-03-12,2,575,1150,Conducted client strategy conference
TE02314,M0001,A027,2025-03-09,5,400,2000,Analyzed regulatory and compliance requirements
TE02315,M0109,A022,2025-08-20,3,675,2025,Reviewed case documents and prepared analysis
TE02316,M0070,A032,2026-04-26,4,550,2200,Performed legal research
TE02317,M0093,A008,2024-04-27,3.5,575,2012.5,Conducted client strategy conference
TE02318,M0111,A008,2026-07-26,5,575,2875,Drafted correspondence and legal memorandum
TE02319,M0096,A012,2026-07-13,4.5,400,1800,Prepared matter status update
TE02320,M0104,A033,2025-11-17,0.5,425,212.5,Coordinated matter planning with client team
TE02321,M0027,A028,2024-02-02,5,700,3500,Drafted correspondence and legal memorandum
TE02322,M0136,A007,2026-04-10,7.5,675,5062.5,Analyzed regulatory and compliance requirements
TE02323,M0026,A016,2025-11-21,4,650,2600,Analyzed regulatory and compliance requirements
TE02324,M0117,A006,2023-09-27,4,375,1500,Reviewed discovery materials
TE02325,M0044,A016,2026-03-06,3.5,650,2275,Reviewed case documents and prepared analysis
TE02326,M0051,A006,2024-12-01,3.5,375,1312.5,Reviewed discovery materials
TE02327,M0017,A010,2026-05-27,3,750,2250,Conducted client strategy conference
TE02328,M0068,A002,2024-02-05,3.5,550,1925,Coordinated matter planning with client team
TE02329,M0145,A016,2025-12-22,5.5,650,3575,Reviewed case documents and prepared analysis
TE02330,M0063,A019,2025-01-03,3,725,2175,Reviewed case documents and prepared analysis
TE02331,M0019,A004,2026-07-31,7.5,725,5437.5,Reviewed case documents and prepared analysis
TE02332,M0100,A014,2024-05-15,4.5,600,2700,Drafted correspondence and legal memorandum
TE02333,M0014,A033,2026-07-25,0.5,425,212.5,Reviewed billing and budget status
TE02334,M0067,A021,2023-03-08,6,375,2250,Analyzed regulatory and compliance requirements
TE02335,M0108,A008,2025-04-30,1,575,575,Coordinated matter planning with client team
TE02336,M0029,A020,2025-04-09,6,625,3750,Analyzed regulatory and compliance requirements
TE02337,M0099,A019,2025-04-22,5,725,3625,Coordinated matter planning with client team
TE02338,M0046,A001,2025-12-21,8,650,5200,Analyzed regulatory and compliance requirements
TE02339,M0141,A030,2026-06-18,6,475,2850,Reviewed discovery materials
TE02340,M0115,A001,2026-07-16,5.5,650,3575,Reviewed case documents and prepared analysis
TE02341,M0131,A013,2025-11-10,3,700,2100,Reviewed billing and budget status
TE02342,M0148,A010,2025-03-20,0.5,750,375,Conducted client strategy conference
TE02343,M0012,A003,2025-12-16,8,425,3400,Reviewed case documents and prepared analysis
TE02344,M0057,A035,2024-04-05,7.5,625,4687.5,Prepared matter status update
TE02345,M0055,A018,2025-07-09,4.5,425,1912.5,Reviewed case documents and prepared analysis
TE02346,M0031,A027,2025-04-24,1,400,400,Reviewed billing and budget status
TE02347,M0094,A034,2026-03-23,1,725,725,Prepared for witness interview
TE02348,M0066,A005,2025-03-06,7,625,4375,Performed legal research
TE02349,M0067,A026,2023-06-01,0.5,525,262.5,Reviewed billing and budget status
TE02350,M0136,A029,2026-04-06,3,600,1800,Analyzed regulatory and compliance requirements
TE02351,M0134,A021,2025-08-18,4,375,1500,Analyzed regulatory and compliance requirements
TE02352,M0030,A005,2024-05-01,4.5,625,2812.5,Reviewed billing and budget status
TE02353,M0099,A008,2024-12-28,6.5,575,3737.5,Prepared matter status update
TE02354,M0012,A016,2024-09-16,3.5,650,2275,Prepared for witness interview
TE02355,M0035,A032,2026-01-11,1.5,550,825,Reviewed discovery materials
TE02356,M0092,A016,2024-03-26,2,650,1300,Prepared for witness interview
TE02357,M0076,A006,2023-12-11,8,375,3000,Reviewed billing and budget status
TE02358,M0121,A003,2025-07-31,6.5,425,2762.5,Reviewed discovery materials
TE02359,M0037,A018,2026-03-07,4,425,1700,Performed legal research
TE02360,M0060,A013,2025-12-12,2,700,1400,Reviewed discovery materials
TE02361,M0089,A004,2025-11-15,7,725,5075,Reviewed billing and budget status
TE02362,M0058,A016,2024-02-29,0.5,650,325,Reviewed billing and budget status
TE02363,M0081,A014,2026-01-27,4.5,600,2700,Drafted correspondence and legal memorandum
TE02364,M0090,A015,2024-09-27,7.5,475,3562.5,Coordinated matter planning with client team
TE02365,M0106,A025,2026-03-18,2,750,1500,Prepared matter status update
TE02366,M0101,A005,2025-06-26,2.5,625,1562.5,Prepared matter status update
TE02367,M0149,A006,2024-12-22,5.5,375,2062.5,Prepared for witness interview
TE02368,M0039,A025,2024-06-08,4.5,750,3375,Prepared matter status update
TE02369,M0074,A034,2026-05-18,4.5,725,3262.5,Analyzed regulatory and compliance requirements
TE02370,M0124,A030,2025-10-29,6.5,475,3087.5,Drafted correspondence and legal memorandum
TE02371,M0141,A011,2026-04-17,4,525,2100,Reviewed discovery materials
TE02372,M0084,A003,2026-05-07,6,425,2550,Reviewed case documents and prepared analysis
TE02373,M0020,A017,2025-12-11,7.5,550,4125,Reviewed discovery materials
TE02374,M0024,A006,2025-01-30,1.5,375,562.5,Reviewed discovery materials
TE02375,M0020,A011,2025-05-16,4.5,525,2362.5,Reviewed case documents and prepared analysis
TE02376,M0074,A032,2026-06-29,8,550,4400,Performed legal research
TE02377,M0096,A035,2025-12-18,5,625,3125,Analyzed regulatory and compliance requirements
TE02378,M0051,A017,2025-10-26,8,550,4400,Coordinated matter planning with client team
TE02379,M0013,A010,2026-06-24,5,750,3750,Coordinated matter planning with client team
TE02380,M0100,A019,2024-06-20,4,725,2900,Analyzed regulatory and compliance requirements
TE02381,M0088,A009,2024-04-10,3.5,450,1575,Reviewed case documents and prepared analysis
TE02382,M0003,A026,2026-01-14,2.5,525,1312.5,Reviewed billing and budget status
TE02383,M0020,A035,2026-02-25,4,625,2500,Performed legal research
TE02384,M0007,A027,2025-05-24,5.5,400,2200,Reviewed case documents and prepared analysis
TE02385,M0109,A032,2025-12-24,5.5,550,3025,Reviewed billing and budget status
TE02386,M0046,A028,2024-10-31,4.5,700,3150,Performed legal research
TE02387,M0001,A012,2026-05-22,2.5,400,1000,Prepared for witness interview
TE02388,M0028,A022,2025-08-20,4.5,675,3037.5,Prepared matter status update
TE02389,M0076,A006,2025-10-07,7,375,2625,Prepared for witness interview
TE02390,M0035,A031,2024-09-04,1,650,650,Drafted correspondence and legal memorandum
TE02391,M0082,A009,2025-11-12,2,450,900,Reviewed billing and budget status
TE02392,M0126,A016,2025-12-05,1,650,650,Prepared matter status update
TE02393,M0048,A001,2026-01-26,1.5,650,975,Prepared for witness interview
TE02394,M0134,A003,2025-10-18,3.5,425,1487.5,Conducted client strategy conference
TE02395,M0120,A030,2026-04-04,3,475,1425,Prepared matter status update
TE02396,M0032,A008,2026-04-26,3.5,575,2012.5,Reviewed discovery materials
TE02397,M0141,A002,2026-05-09,2,550,1100,Performed legal research
TE02398,M0134,A004,2025-02-18,2,725,1450,Prepared matter status update
TE02399,M0019,A021,2026-05-06,5,375,1875,Conducted client strategy conference
TE02400,M0017,A017,2025-01-08,3.5,550,1925,Coordinated matter planning with client team
TE02401,M0144,A009,2026-05-04,8,450,3600,Conducted client strategy conference
TE02402,M0101,A005,2025-12-02,6,625,3750,Conducted client strategy conference
TE02403,M0108,A029,2025-04-27,6.5,600,3900,Performed legal research
TE02404,M0030,A007,2026-04-07,7,675,4725,Prepared matter status update
TE02405,M0003,A017,2025-06-05,0.5,550,275,Coordinated matter planning with client team
TE02406,M0064,A010,2026-01-26,0.5,750,375,Prepared for witness interview
TE02407,M0024,A015,2024-03-09,1,475,475,Performed legal research
TE02408,M0011,A004,2026-06-09,0.5,725,362.5,Reviewed discovery materials
TE02409,M0031,A009,2025-09-17,3,450,1350,Prepared matter status update
TE02410,M0121,A003,2025-05-15,2,425,850,Drafted correspondence and legal memorandum
TE02411,M0003,A032,2023-06-01,4,550,2200,Conducted client strategy conference
TE02412,M0007,A005,2025-06-02,7.5,625,4687.5,Reviewed case documents and prepared analysis
TE02413,M0089,A028,2025-10-03,0.5,700,350,Conducted client strategy conference
TE02414,M0026,A024,2024-11-03,6,450,2700,Prepared for witness interview
TE02415,M0007,A025,2025-05-16,1.5,750,1125,Coordinated matter planning with client team
TE02416,M0140,A026,2025-07-20,2.5,525,1312.5,Coordinated matter planning with client team
TE02417,M0070,A032,2026-02-12,4,550,2200,Drafted correspondence and legal memorandum
TE02418,M0056,A028,2026-04-21,5,700,3500,Coordinated matter planning with client team
TE02419,M0137,A017,2024-07-05,6,550,3300,Prepared matter status update
TE02420,M0119,A006,2023-12-17,2.5,375,937.5,Prepared matter status update
TE02421,M0036,A007,2025-08-11,8,675,5400,Coordinated matter planning with client team
TE02422,M0134,A027,2023-02-14,4.5,400,1800,Reviewed discovery materials
TE02423,M0109,A029,2025-04-01,5,600,3000,Reviewed billing and budget status
TE02424,M0104,A010,2026-03-13,4.5,750,3375,Conducted client strategy conference
TE02425,M0089,A002,2025-08-10,1,550,550,Performed legal research
TE02426,M0009,A009,2024-01-26,1.5,450,675,Conducted client strategy conference
TE02427,M0011,A034,2026-01-27,8,725,5800,Analyzed regulatory and compliance requirements
TE02428,M0005,A011,2024-03-27,8,525,4200,Reviewed discovery materials
TE02429,M0010,A022,2025-12-21,2.5,675,1687.5,Prepared matter status update
TE02430,M0106,A015,2025-03-26,4.5,475,2137.5,Drafted correspondence and legal memorandum
TE02431,M0088,A008,2023-10-21,2.5,575,1437.5,Performed legal research
TE02432,M0088,A005,2023-06-07,6.5,625,4062.5,Performed legal research
TE02433,M0097,A001,2023-08-25,1,650,650,Prepared matter status update
TE02434,M0009,A037,2024-07-05,3.5,675,2362.5,Drafted correspondence and legal memorandum
TE02435,M0150,A028,2025-05-07,1,700,700,Analyzed regulatory and compliance requirements
TE02436,M0011,A024,2026-03-11,2,450,900,Coordinated matter planning with client team
TE02437,M0089,A021,2025-08-17,3,375,1125,Drafted correspondence and legal memorandum
TE02438,M0120,A027,2026-07-05,8,400,3200,Conducted client strategy conference
TE02439,M0050,A011,2025-02-13,6,525,3150,Prepared for witness interview
TE02440,M0107,A028,2025-03-09,1,700,700,Reviewed discovery materials
TE02441,M0137,A032,2024-06-21,0.5,550,275,Analyzed regulatory and compliance requirements
TE02442,M0005,A001,2023-11-22,1,650,650,Prepared matter status update
TE02443,M0075,A029,2025-02-20,7.5,600,4500,Reviewed case documents and prepared analysis
TE02444,M0085,A026,2026-04-24,5,525,2625,Reviewed billing and budget status
TE02445,M0127,A013,2023-11-05,4,700,2800,Conducted client strategy conference
TE02446,M0023,A035,2026-05-27,6,625,3750,Prepared matter status update
TE02447,M0009,A026,2024-07-22,2.5,525,1312.5,Reviewed billing and budget status
TE02448,M0096,A026,2026-05-13,2.5,525,1312.5,Reviewed discovery materials
TE02449,M0117,A002,2023-05-30,5,550,2750,Reviewed billing and budget status
TE02450,M0037,A019,2026-02-23,5,725,3625,Conducted client strategy conference
TE02451,M0075,A021,2024-03-26,4,375,1500,Prepared matter status update
TE02452,M0145,A035,2026-06-07,3,625,1875,Analyzed regulatory and compliance requirements
TE02453,M0053,A009,2026-07-17,3.5,450,1575,Conducted client strategy conference
TE02454,M0101,A006,2026-01-23,0.5,375,187.5,Performed legal research
TE02455,M0077,A028,2023-04-19,4.5,700,3150,Reviewed discovery materials
TE02456,M0117,A036,2023-06-29,1,375,375,Prepared matter status update
TE02457,M0140,A036,2025-05-18,0.5,375,187.5,Conducted client strategy conference
TE02458,M0148,A029,2025-01-10,4.5,600,2700,Prepared for witness interview
TE02459,M0003,A031,2024-08-01,6,650,3900,Drafted correspondence and legal memorandum
TE02460,M0114,A009,2025-11-11,2.5,450,1125,Drafted correspondence and legal memorandum
TE02461,M0111,A023,2026-07-16,5.5,575,3162.5,Reviewed billing and budget status
TE02462,M0100,A021,2023-09-10,7.5,375,2812.5,Reviewed discovery materials
TE02463,M0001,A021,2026-04-12,5,375,1875,Reviewed discovery materials
TE02464,M0010,A023,2023-08-17,8,575,4600,Drafted correspondence and legal memorandum
TE02465,M0057,A015,2024-12-28,5.5,475,2612.5,Reviewed billing and budget status
TE02466,M0042,A023,2025-09-18,1.5,575,862.5,Performed legal research
TE02467,M0084,A025,2025-09-18,4.5,750,3375,Reviewed case documents and prepared analysis
TE02468,M0137,A014,2024-04-02,1.5,600,900,Prepared for witness interview
TE02469,M0024,A036,2025-12-01,2,375,750,Conducted client strategy conference
TE02470,M0048,A021,2026-01-28,6.5,375,2437.5,Coordinated matter planning with client team
TE02471,M0145,A011,2026-04-24,8,525,4200,Reviewed discovery materials
TE02472,M0056,A001,2024-10-09,4,650,2600,Drafted correspondence and legal memorandum
TE02473,M0066,A021,2026-06-10,3.5,375,1312.5,Performed legal research
TE02474,M0065,A020,2026-01-28,6,625,3750,Conducted client strategy conference
TE02475,M0068,A002,2023-09-09,3.5,550,1925,Reviewed billing and budget status
TE02476,M0032,A026,2025-11-22,6,525,3150,Reviewed case documents and prepared analysis
TE02477,M0030,A024,2023-11-09,6.5,450,2925,Prepared for witness interview
TE02478,M0038,A020,2023-10-14,1.5,625,937.5,Prepared for witness interview
TE02479,M0062,A022,2026-04-07,8,675,5400,Prepared for witness interview
TE02480,M0129,A007,2023-03-08,4.5,675,3037.5,Reviewed billing and budget status
TE02481,M0005,A004,2025-05-08,2.5,725,1812.5,Reviewed discovery materials
TE02482,M0068,A024,2024-03-02,5,450,2250,Reviewed discovery materials
TE02483,M0049,A001,2023-08-26,1,650,650,Prepared matter status update
TE02484,M0095,A009,2024-05-09,5,450,2250,Prepared for witness interview
TE02485,M0102,A025,2025-11-03,4.5,750,3375,Coordinated matter planning with client team
TE02486,M0016,A021,2026-07-17,1,375,375,Conducted client strategy conference
TE02487,M0069,A037,2026-06-21,8,675,5400,Conducted client strategy conference
TE02488,M0124,A001,2025-05-08,6,650,3900,Coordinated matter planning with client team
TE02489,M0110,A013,2026-02-28,0.5,700,350,Analyzed regulatory and compliance requirements
TE02490,M0043,A014,2025-09-19,4.5,600,2700,Reviewed discovery materials
TE02491,M0042,A030,2025-06-21,1,475,475,Analyzed regulatory and compliance requirements
TE02492,M0026,A020,2026-07-23,8,625,5000,Coordinated matter planning with client team
TE02493,M0005,A011,2026-01-26,5.5,525,2887.5,Drafted correspondence and legal memorandum
TE02494,M0077,A028,2023-08-22,1.5,700,1050,Performed legal research
TE02495,M0049,A027,2023-09-01,3.5,400,1400,Drafted correspondence and legal memorandum
TE02496,M0143,A005,2025-11-06,6,625,3750,Analyzed regulatory and compliance requirements
TE02497,M0118,A025,2026-03-28,4,750,3000,Prepared for witness interview
TE02498,M0036,A021,2024-08-14,6,375,2250,Drafted correspondence and legal memorandum
TE02499,M0048,A009,2026-03-26,6.5,450,2925,Prepared for witness interview
TE02500,M0013,A013,2025-03-07,3.5,700,2450,Drafted correspondence and legal memorandum
TE02501,M0148,A003,2024-10-21,2,425,850,Coordinated matter planning with client team
TE02502,M0014,A030,2025-08-19,4,475,1900,Reviewed case documents and prepared analysis
TE02503,M0118,A024,2026-03-24,5,450,2250,Analyzed regulatory and compliance requirements
TE02504,M0018,A021,2026-05-30,2,375,750,Conducted client strategy conference
TE02505,M0064,A017,2023-12-22,3.5,550,1925,Prepared for witness interview
TE02506,M0037,A017,2026-02-02,5.5,550,3025,Prepared matter status update
TE02507,M0049,A011,2023-06-29,3,525,1575,Reviewed discovery materials
TE02508,M0044,A032,2025-10-12,7.5,550,4125,Reviewed billing and budget status
TE02509,M0059,A004,2024-03-02,1.5,725,1087.5,Prepared for witness interview
TE02510,M0098,A032,2023-08-09,1,550,550,Drafted correspondence and legal memorandum
TE02511,M0081,A018,2026-02-27,2,425,850,Coordinated matter planning with client team
TE02512,M0019,A027,2026-03-04,6.5,400,2600,Reviewed case documents and prepared analysis
TE02513,M0003,A035,2025-10-05,4,625,2500,Drafted correspondence and legal memorandum
TE02514,M0054,A016,2025-09-06,2.5,650,1625,Prepared matter status update
TE02515,M0060,A033,2024-12-27,1.5,425,637.5,Prepared matter status update
TE02516,M0023,A031,2026-03-10,1.5,650,975,Prepared for witness interview
TE02517,M0058,A014,2024-06-15,4,600,2400,Prepared for witness interview
TE02518,M0040,A002,2025-03-25,7,550,3850,Reviewed discovery materials
TE02519,M0115,A006,2025-05-02,4.5,375,1687.5,Prepared matter status update
TE02520,M0079,A007,2026-06-14,7.5,675,5062.5,Prepared for witness interview
TE02521,M0052,A029,2025-11-30,1,600,600,Reviewed case documents and prepared analysis
TE02522,M0134,A012,2023-06-24,4,400,1600,Prepared for witness interview
TE02523,M0074,A028,2025-12-13,6,700,4200,Conducted client strategy conference
TE02524,M0129,A029,2023-04-12,6,600,3600,Drafted correspondence and legal memorandum
TE02525,M0108,A037,2025-04-25,2,675,1350,Performed legal research
TE02526,M0149,A037,2024-09-07,7,675,4725,Drafted correspondence and legal memorandum
TE02527,M0049,A024,2023-07-18,6,450,2700,Prepared for witness interview
TE02528,M0021,A022,2023-08-27,3,675,2025,Reviewed case documents and prepared analysis
TE02529,M0029,A007,2025-04-02,6.5,675,4387.5,Prepared for witness interview
TE02530,M0055,A012,2025-05-11,4.5,400,1800,Prepared matter status update
TE02531,M0087,A017,2026-04-14,6.5,550,3575,Conducted client strategy conference
TE02532,M0091,A022,2026-05-18,6,675,4050,Prepared matter status update
TE02533,M0106,A028,2026-02-11,2.5,700,1750,Prepared matter status update
TE02534,M0135,A014,2025-05-16,6.5,600,3900,Conducted client strategy conference
TE02535,M0003,A014,2025-01-08,3,600,1800,Reviewed discovery materials
TE02536,M0034,A030,2026-04-28,4.5,475,2137.5,Prepared matter status update
TE02537,M0071,A003,2025-11-10,0.5,425,212.5,Conducted client strategy conference
TE02538,M0071,A003,2025-10-18,7.5,425,3187.5,Performed legal research
TE02539,M0068,A007,2024-05-13,2.5,675,1687.5,Drafted correspondence and legal memorandum
